<TICKER>,<PER>,<DATE>,<TIME>,<LAST>,<VOL>
USD000000TOD,0,20131204,142859,33.238500000,10000
USD000000TOD,0,20131204,142937,33.237500000,13000
USD000000TOD,0,20131204,143013,33.239500000,16000
USD000000TOD,0,20131204,143014,33.240000000,50000
USD000000TOD,0,20131204,143026,33.237500000,60000
USD000000TOD,0,20131204,143040,33.240000000,564000
USD000000TOD,0,20131204,143040,33.240000000,1000000
USD000000TOD,0,20131204,143040,33.240000000,1000000
USD000000TOD,0,20131204,143040,33.240000000,250000
USD000000TOD,0,20131204,143040,33.240000000,250000
USD000000TOD,0,20131204,143040,33.240000000,56000
USD000000TOD,0,20131204,143041,33.240000000,60000
USD000000TOD,0,20131204,143046,33.240000000,50000
USD000000TOD,0,20131204,143050,33.240000000,10000
USD000000TOD,0,20131204,143100,33.240000000,500000
USD000000TOD,0,20131204,143100,33.240500000,200000
USD000000TOD,0,20131204,143100,33.240500000,250000
USD000000TOD,0,20131204,143100,33.241000000,35000
USD000000TOD,0,20131204,143125,33.240000000,409000
USD000000TOD,0,20131204,143125,33.240000000,6000
USD000000TOD,0,20131204,143125,33.240000000,585000
USD000000TOD,0,20131204,143155,33.239500000,100000
USD000000TOD,0,20131204,143204,33.239500000,100000
USD000000TOD,0,20131204,143204,33.239500000,47000
USD000000TOD,0,20131204,143205,33.240000000,30000
USD000000TOD,0,20131204,143207,33.240000000,60000
USD000000TOD,0,20131204,143230,33.240000000,125000
USD000000TOD,0,20131204,143233,33.240000000,133000
USD000000TOD,0,20131204,143243,33.240000000,32000
USD000000TOD,0,20131204,143259,33.240000000,84000
USD000000TOD,0,20131204,143309,33.240000000,45000
USD000000TOD,0,20131204,143315,33.240000000,180000
USD000000TOD,0,20131204,143331,33.240000000,40000
USD000000TOD,0,20131204,143340,33.240000000,50000
USD000000TOD,0,20131204,143352,33.240000000,128000
USD000000TOD,0,20131204,143403,33.240000000,20000
USD000000TOD,0,20131204,143406,33.240000000,3000
USD000000TOD,0,20131204,143418,33.237000000,30000
USD000000TOD,0,20131204,143419,33.238000000,3000
USD000000TOD,0,20131204,143426,33.238500000,3000
USD000000TOD,0,20131204,143441,33.239000000,10000
USD000000TOD,0,20131204,143452,33.238500000,50000
USD000000TOD,0,20131204,143452,33.238500000,50000
USD000000TOD,0,20131204,143452,33.238500000,100000
USD000000TOD,0,20131204,143457,33.238000000,25000
USD000000TOD,0,20131204,143457,33.238000000,175000
USD000000TOD,0,20131204,143458,33.238500000,50000
USD000000TOD,0,20131204,143458,33.238500000,3000
USD000000TOD,0,20131204,143513,33.236500000,100000
USD000000TOD,0,20131204,143513,33.236000000,500000
USD000000TOD,0,20131204,143513,33.236000000,50000
USD000000TOD,0,20131204,143513,33.235500000,5000
USD000000TOD,0,20131204,143513,33.235500000,45000
USD000000TOD,0,20131204,143513,33.235500000,100000
USD000000TOD,0,20131204,143513,33.238000000,33000
USD000000TOD,0,20131204,143519,33.235500000,35000
USD000000TOD,0,20131204,143519,33.235000000,465000
USD000000TOD,0,20131204,143519,33.235000000,500000
USD000000TOD,0,20131204,143525,33.237000000,30000
USD000000TOD,0,20131204,143525,33.235500000,10000
USD000000TOD,0,20131204,143525,33.235500000,250000
USD000000TOD,0,20131204,143525,33.235000000,490000
USD000000TOD,0,20131204,143530,33.237000000,10000
USD000000TOD,0,20131204,143530,33.235500000,500000
USD000000TOD,0,20131204,143530,33.235500000,250000
USD000000TOD,0,20131204,143539,33.235000000,300000
USD000000TOD,0,20131204,143540,33.235500000,565000
USD000000TOD,0,20131204,143542,33.235500000,5000
USD000000TOD,0,20131204,143550,33.235000000,470000
USD000000TOD,0,20131204,143550,33.235000000,280000
USD000000TOD,0,20131204,143553,33.236000000,80000
USD000000TOD,0,20131204,143555,33.235000000,220000
USD000000TOD,0,20131204,143555,33.235000000,102000
USD000000TOD,0,20131204,143555,33.235000000,1000
USD000000TOD,0,20131204,143555,33.235000000,1119000
USD000000TOD,0,20131204,143555,33.235000000,857000
USD000000TOD,0,20131204,143555,33.235000000,200000
USD000000TOD,0,20131204,143555,33.235000000,2824000
USD000000TOD,0,20131204,143555,33.234000000,3000
USD000000TOD,0,20131204,143555,33.232500000,60000
USD000000TOD,0,20131204,143555,33.230500000,50000
USD000000TOD,0,20131204,143555,33.230500000,221000
USD000000TOD,0,20131204,143558,33.232500000,5000
USD000000TOD,0,20131204,143613,33.232500000,10000
USD000000TOD,0,20131204,143621,33.232500000,50000
USD000000TOD,0,20131204,143625,33.233500000,3000
USD000000TOD,0,20131204,143651,33.233500000,250000
USD000000TOD,0,20131204,143651,33.233500000,400000
USD000000TOD,0,20131204,143651,33.233000000,90000
USD000000TOD,0,20131204,143652,33.232500000,106000
USD000000TOD,0,20131204,143652,33.232500000,250000
USD000000TOD,0,20131204,143652,33.232500000,28000
USD000000TOD,0,20131204,143711,33.232000000,2000
USD000000TOD,0,20131204,143720,33.230500000,300000
USD000000TOD,0,20131204,143732,33.230500000,200000
USD000000TOD,0,20131204,143732,33.230500000,250000
USD000000TOD,0,20131204,143743,33.230000000,20000
USD000000TOD,0,20131204,143743,33.230000000,24000
USD000000TOD,0,20131204,143743,33.230000000,160000
USD000000TOD,0,20131204,143743,33.230000000,508000
USD000000TOD,0,20131204,143748,33.230000000,4492000
USD000000TOD,0,20131204,143750,33.231000000,35000
USD000000TOD,0,20131204,143822,33.230500000,5000
USD000000TOD,0,20131204,143823,33.228500000,115000
USD000000TOD,0,20131204,143825,33.230500000,5000
USD000000TOD,0,20131204,143828,33.229500000,50000
USD000000TOD,0,20131204,143828,33.230500000,5000
USD000000TOD,0,20131204,143832,33.230500000,5000
USD000000TOD,0,20131204,143836,33.227500000,123000
USD000000TOD,0,20131204,143840,33.227000000,500000
USD000000TOD,0,20131204,143840,33.226500000,500000
USD000000TOD,0,20131204,143853,33.225000000,6000
USD000000TOD,0,20131204,143902,33.225500000,500000
USD000000TOD,0,20131204,143902,33.228000000,65000
USD000000TOD,0,20131204,143902,33.228500000,13000
USD000000TOD,0,20131204,143907,33.225500000,50000
USD000000TOD,0,20131204,143907,33.225000000,691000
USD000000TOD,0,20131204,143907,33.225000000,30000
USD000000TOD,0,20131204,143907,33.224500000,29000
USD000000TOD,0,20131204,143918,33.226000000,200000
USD000000TOD,0,20131204,143918,33.225500000,80000
USD000000TOD,0,20131204,143918,33.225500000,60000
USD000000TOD,0,20131204,143925,33.225500000,5000
USD000000TOD,0,20131204,143927,33.225500000,23000
USD000000TOD,0,20131204,143930,33.225500000,123000
USD000000TOD,0,20131204,143944,33.226500000,1000
USD000000TOD,0,20131204,143952,33.228000000,100000
USD000000TOD,0,20131204,144024,33.228000000,58000
USD000000TOD,0,20131204,144025,33.227500000,20000
USD000000TOD,0,20131204,144026,33.228000000,80000
USD000000TOD,0,20131204,144035,33.227000000,123000
USD000000TOD,0,20131204,144037,33.227000000,37000
USD000000TOD,0,20131204,144037,33.227000000,86000
USD000000TOD,0,20131204,144038,33.228000000,30000
USD000000TOD,0,20131204,144041,33.227000000,64000
USD000000TOD,0,20131204,144041,33.227000000,136000
USD000000TOD,0,20131204,144041,33.225500000,10000
USD000000TOD,0,20131204,144041,33.228000000,43000
USD000000TOD,0,20131204,144045,33.225000000,123000
USD000000TOD,0,20131204,144048,33.225000000,123000
USD000000TOD,0,20131204,144053,33.225000000,123000
USD000000TOD,0,20131204,144055,33.228000000,220000
USD000000TOD,0,20131204,144055,33.228000000,79000
USD000000TOD,0,20131204,144056,33.228000000,9000
USD000000TOD,0,20131204,144056,33.228000000,52000
USD000000TOD,0,20131204,144056,33.228500000,250000
USD000000TOD,0,20131204,144056,33.228500000,237000
USD000000TOD,0,20131204,144105,33.228000000,50000
USD000000TOD,0,20131204,144109,33.228000000,800000
USD000000TOD,0,20131204,144109,33.228000000,89000
USD000000TOD,0,20131204,144109,33.228000000,5000
USD000000TOD,0,20131204,144109,33.225000000,894000
USD000000TOD,0,20131204,144121,33.226000000,250000
USD000000TOD,0,20131204,144121,33.226000000,205000
USD000000TOD,0,20131204,144121,33.226000000,500000
USD000000TOD,0,20131204,144124,33.227500000,64000
USD000000TOD,0,20131204,144134,33.227000000,100000
USD000000TOD,0,20131204,144136,33.225000000,999000
USD000000TOD,0,20131204,144136,33.225000000,1000
USD000000TOD,0,20131204,144140,33.225000000,2000000
USD000000TOD,0,20131204,144140,33.225000000,737000
USD000000TOD,0,20131204,144146,33.223000000,50000
USD000000TOD,0,20131204,144146,33.223000000,100000
USD000000TOD,0,20131204,144147,33.222500000,10000
USD000000TOD,0,20131204,144147,33.222500000,15000
USD000000TOD,0,20131204,144147,33.222500000,15000
USD000000TOD,0,20131204,144148,33.220500000,500000
USD000000TOD,0,20131204,144148,33.220500000,50000
USD000000TOD,0,20131204,144148,33.220000000,250000
USD000000TOD,0,20131204,144148,33.220000000,100000
USD000000TOD,0,20131204,144148,33.220000000,100000
USD000000TOD,0,20131204,144149,33.220000000,999000
USD000000TOD,0,20131204,144150,33.220000000,1000
USD000000TOD,0,20131204,144158,33.224000000,500000
USD000000TOD,0,20131204,144158,33.224500000,20000
USD000000TOD,0,20131204,144158,33.225000000,76000
USD000000TOD,0,20131204,144158,33.225000000,2404000
USD000000TOD,0,20131204,144310,33.225000000,5000
USD000000TOD,0,20131204,144314,33.225000000,10000
USD000000TOD,0,20131204,144316,33.224500000,20000
USD000000TOD,0,20131204,144326,33.225000000,48000
USD000000TOD,0,20131204,144328,33.222500000,36000
USD000000TOD,0,20131204,144331,33.222500000,123000
USD000000TOD,0,20131204,144334,33.222500000,123000
USD000000TOD,0,20131204,144334,33.223000000,87000
USD000000TOD,0,20131204,144335,33.222500000,275000
USD000000TOD,0,20131204,144337,33.223000000,5000
USD000000TOD,0,20131204,144337,33.223000000,10000
USD000000TOD,0,20131204,144347,33.222500000,8000
USD000000TOD,0,20131204,144347,33.220500000,500000
USD000000TOD,0,20131204,144347,33.220500000,200000
USD000000TOD,0,20131204,144347,33.220500000,291000
USD000000TOD,0,20131204,144347,33.223000000,500000
USD000000TOD,0,20131204,144357,33.223000000,66000
USD000000TOD,0,20131204,144403,33.223500000,100000
USD000000TOD,0,20131204,144403,33.223500000,400000
USD000000TOD,0,20131204,144403,33.224000000,225000
USD000000TOD,0,20131204,144403,33.224000000,34000
USD000000TOD,0,20131204,144417,33.225000000,87000
USD000000TOD,0,20131204,144425,33.225000000,116000
USD000000TOD,0,20131204,144425,33.225000000,98000
USD000000TOD,0,20131204,144441,33.224000000,336000
USD000000TOD,0,20131204,144519,33.225500000,999000
USD000000TOD,0,20131204,144519,33.226000000,501000
USD000000TOD,0,20131204,144521,33.225000000,10000
USD000000TOD,0,20131204,144532,33.223000000,50000
USD000000TOD,0,20131204,144532,33.223000000,50000
USD000000TOD,0,20131204,144607,33.223000000,15000
USD000000TOD,0,20131204,144622,33.225500000,500000
USD000000TOD,0,20131204,144631,33.225000000,200000
USD000000TOD,0,20131204,144656,33.223000000,20000
USD000000TOD,0,20131204,144656,33.223000000,30000
USD000000TOD,0,20131204,144708,33.224500000,25000
USD000000TOD,0,20131204,144720,33.224000000,2000
USD000000TOD,0,20131204,144720,33.224000000,98000
USD000000TOD,0,20131204,144720,33.224000000,169000
USD000000TOD,0,20131204,144800,33.225000000,50000
USD000000TOD,0,20131204,144802,33.225000000,90000
USD000000TOD,0,20131204,144834,33.225000000,200000
USD000000TOD,0,20131204,144850,33.226000000,90000
USD000000TOD,0,20131204,144859,33.225000000,500000
USD000000TOD,0,20131204,144859,33.225000000,500000
USD000000TOD,0,20131204,144901,33.225500000,50000
USD000000TOD,0,20131204,144908,33.225500000,508000
USD000000TOD,0,20131204,144945,33.225000000,45000
USD000000TOD,0,20131204,144953,33.225500000,300000
USD000000TOD,0,20131204,145007,33.225500000,52000
USD000000TOD,0,20131204,145020,33.226000000,21000
USD000000TOD,0,20131204,145032,33.225500000,18000
USD000000TOD,0,20131204,145058,33.225500000,80000
USD000000TOD,0,20131204,145058,33.225500000,855000
USD000000TOD,0,20131204,145110,33.225000000,75000
USD000000TOD,0,20131204,145138,33.224500000,20000
USD000000TOD,0,20131204,145138,33.224500000,105000
USD000000TOD,0,20131204,145147,33.225500000,15000
USD000000TOD,0,20131204,145148,33.225500000,60000
USD000000TOD,0,20131204,145153,33.225500000,175000
USD000000TOD,0,20131204,145154,33.225500000,325000
USD000000TOD,0,20131204,145200,33.225000000,452000
USD000000TOD,0,20131204,145200,33.225000000,48000
USD000000TOD,0,20131204,145200,33.225000000,152000
USD000000TOD,0,20131204,145200,33.225000000,48000
USD000000TOD,0,20131204,145200,33.224500000,250000
USD000000TOD,0,20131204,145200,33.224500000,125000
USD000000TOD,0,20131204,145200,33.224000000,500000
USD000000TOD,0,20131204,145210,33.224500000,100000
USD000000TOD,0,20131204,145210,33.224500000,100000
USD000000TOD,0,20131204,145210,33.225000000,392000
USD000000TOD,0,20131204,145212,33.224500000,10000
USD000000TOD,0,20131204,145212,33.224500000,90000
USD000000TOD,0,20131204,145214,33.224500000,100000
USD000000TOD,0,20131204,145227,33.224500000,10000
USD000000TOD,0,20131204,145233,33.222500000,10000
USD000000TOD,0,20131204,145240,33.224500000,100000
USD000000TOD,0,20131204,145241,33.225000000,98000
USD000000TOD,0,20131204,145245,33.225000000,10000
USD000000TOD,0,20131204,145256,33.225000000,60000
USD000000TOD,0,20131204,145316,33.224500000,550000
USD000000TOD,0,20131204,145316,33.223500000,500000
USD000000TOD,0,20131204,145316,33.222000000,80000
USD000000TOD,0,20131204,145316,33.221500000,400000
USD000000TOD,0,20131204,145316,33.221500000,825000
USD000000TOD,0,20131204,145316,33.220500000,500000
USD000000TOD,0,20131204,145316,33.220500000,100000
USD000000TOD,0,20131204,145316,33.220000000,400000
USD000000TOD,0,20131204,145316,33.221500000,200000
USD000000TOD,0,20131204,145316,33.220500000,275000
USD000000TOD,0,20131204,145316,33.220500000,950000
USD000000TOD,0,20131204,145316,33.220000000,800000
USD000000TOD,0,20131204,145316,33.220000000,200000
USD000000TOD,0,20131204,145316,33.220000000,1000000
USD000000TOD,0,20131204,145316,33.220000000,400000
USD000000TOD,0,20131204,145316,33.220000000,135000
USD000000TOD,0,20131204,145316,33.220500000,338000
USD000000TOD,0,20131204,145316,33.220500000,200000
USD000000TOD,0,20131204,145316,33.220000000,865000
USD000000TOD,0,20131204,145317,33.220000000,600000
USD000000TOD,0,20131204,145317,33.220000000,500000
USD000000TOD,0,20131204,145317,33.220000000,239000
USD000000TOD,0,20131204,145317,33.220000000,1342000
USD000000TOD,0,20131204,145317,33.220000000,658000
USD000000TOD,0,20131204,145319,33.220500000,200000
USD000000TOD,0,20131204,145326,33.220000000,1000000
USD000000TOD,0,20131204,145326,33.220500000,50000
USD000000TOD,0,20131204,145328,33.221000000,250000
USD000000TOD,0,20131204,145328,33.221000000,50000
USD000000TOD,0,20131204,145328,33.221000000,1000000
USD000000TOD,0,20131204,145328,33.221000000,1000000
USD000000TOD,0,20131204,145329,33.220500000,200000
USD000000TOD,0,20131204,145331,33.220000000,1700000
USD000000TOD,0,20131204,145333,33.220500000,20000
USD000000TOD,0,20131204,145334,33.220000000,61000
USD000000TOD,0,20131204,145334,33.220000000,1000000
USD000000TOD,0,20131204,145334,33.220000000,500000
USD000000TOD,0,20131204,145353,33.219500000,50000
USD000000TOD,0,20131204,145356,33.218500000,1000
USD000000TOD,0,20131204,145402,33.220000000,491000
USD000000TOD,0,20131204,145405,33.220000000,589000
USD000000TOD,0,20131204,145405,33.220000000,411000
USD000000TOD,0,20131204,145407,33.220000000,589000
USD000000TOD,0,20131204,145407,33.220500000,148000
USD000000TOD,0,20131204,145407,33.220500000,52000
USD000000TOD,0,20131204,145408,33.220000000,200000
USD000000TOD,0,20131204,145411,33.218500000,499000
USD000000TOD,0,20131204,145411,33.218500000,52000
USD000000TOD,0,20131204,145411,33.218500000,449000
USD000000TOD,0,20131204,145424,33.219500000,2000
USD000000TOD,0,20131204,145425,33.220000000,50000
USD000000TOD,0,20131204,145426,33.220000000,100000
USD000000TOD,0,20131204,145433,33.220500000,999000
USD000000TOD,0,20131204,145433,33.220500000,1000
USD000000TOD,0,20131204,145551,33.220000000,50000
USD000000TOD,0,20131204,145557,33.220000000,950000
USD000000TOD,0,20131204,145557,33.221000000,232000
USD000000TOD,0,20131204,145557,33.221000000,671000
USD000000TOD,0,20131204,145557,33.221000000,97000
USD000000TOD,0,20131204,145615,33.220500000,10000
USD000000TOD,0,20131204,145621,33.220000000,4000
USD000000TOD,0,20131204,145706,33.218000000,80000
USD000000TOD,0,20131204,145709,33.218000000,10000
USD000000TOD,0,20131204,145716,33.218500000,6000
USD000000TOD,0,20131204,145718,33.219000000,3000
USD000000TOD,0,20131204,145722,33.218000000,2000
USD000000TOD,0,20131204,145733,33.218000000,5000
USD000000TOD,0,20131204,145750,33.218000000,999000
USD000000TOD,0,20131204,145756,33.218000000,494000
USD000000TOD,0,20131204,145802,33.217500000,38000
USD000000TOD,0,20131204,145804,33.217500000,3000
USD000000TOD,0,20131204,145804,33.217500000,3000
USD000000TOD,0,20131204,145804,33.217500000,2000
USD000000TOD,0,20131204,145805,33.217500000,21000
USD000000TOD,0,20131204,145805,33.217500000,17000
USD000000TOD,0,20131204,145814,33.217500000,21000
USD000000TOD,0,20131204,145814,33.217500000,1000
USD000000TOD,0,20131204,145814,33.217500000,1000000
USD000000TOD,0,20131204,145816,33.217500000,10000000
USD000000TOD,0,20131204,145817,33.217500000,1965000
USD000000TOD,0,20131204,145819,33.217500000,1000000
USD000000TOD,0,20131204,145819,33.217500000,200000
USD000000TOD,0,20131204,145819,33.217500000,200000
USD000000TOD,0,20131204,145819,33.217500000,209000
USD000000TOD,0,20131204,145819,33.217500000,320000
USD000000TOD,0,20131204,145826,33.218000000,3000
USD000000TOD,0,20131204,145832,33.216000000,500000
USD000000TOD,0,20131204,145832,33.215500000,1000
USD000000TOD,0,20131204,145832,33.215000000,30000
USD000000TOD,0,20131204,145832,33.215000000,1000
USD000000TOD,0,20131204,145833,33.215000000,406000
USD000000TOD,0,20131204,145833,33.215000000,90000
USD000000TOD,0,20131204,145833,33.215000000,31000
USD000000TOD,0,20131204,145833,33.215000000,50000
USD000000TOD,0,20131204,145833,33.215000000,1418000
USD000000TOD,0,20131204,145833,33.215000000,6000
USD000000TOD,0,20131204,145833,33.215000000,50000
USD000000TOD,0,20131204,145833,33.215000000,150000
USD000000TOD,0,20131204,145839,33.215500000,450000
USD000000TOD,0,20131204,145839,33.215000000,798000
USD000000TOD,0,20131204,145839,33.215000000,5000000
USD000000TOD,0,20131204,145839,33.213000000,200000
USD000000TOD,0,20131204,145845,33.211000000,487000
USD000000TOD,0,20131204,145845,33.211000000,225000
USD000000TOD,0,20131204,145849,33.212500000,51000
USD000000TOD,0,20131204,145850,33.214500000,80000
USD000000TOD,0,20131204,145850,33.214500000,20000
USD000000TOD,0,20131204,145909,33.211000000,288000
USD000000TOD,0,20131204,145909,33.210500000,212000
USD000000TOD,0,20131204,145909,33.210500000,500000
USD000000TOD,0,20131204,145909,33.210000000,30000
USD000000TOD,0,20131204,145909,33.210000000,970000
USD000000TOD,0,20131204,145910,33.210000000,30000
USD000000TOD,0,20131204,145914,33.209000000,4000
USD000000TOD,0,20131204,145917,33.210000000,20000
USD000000TOD,0,20131204,145917,33.209000000,80000
USD000000TOD,0,20131204,145917,33.208500000,500000
USD000000TOD,0,20131204,145917,33.208000000,246000
USD000000TOD,0,20131204,145917,33.208000000,200000
USD000000TOD,0,20131204,145917,33.208000000,1000000
USD000000TOD,0,20131204,145917,33.208000000,200000
USD000000TOD,0,20131204,145917,33.208000000,678000
USD000000TOD,0,20131204,145917,33.208000000,70000
USD000000TOD,0,20131204,145917,33.208000000,106000
USD000000TOD,0,20131204,145917,33.208000000,10000
USD000000TOD,0,20131204,145917,33.206000000,27000
USD000000TOD,0,20131204,145917,33.204500000,24000
USD000000TOD,0,20131204,145923,33.202500000,1000
USD000000TOD,0,20131204,145923,33.202500000,2000
USD000000TOD,0,20131204,145923,33.202500000,47000
USD000000TOD,0,20131204,145923,33.201000000,1000
USD000000TOD,0,20131204,145928,33.201000000,999000
USD000000TOD,0,20131204,145928,33.201000000,1000
USD000000TOD,0,20131204,145933,33.203000000,200000
USD000000TOD,0,20131204,145933,33.203000000,3000
USD000000TOD,0,20131204,145933,33.203000000,297000
USD000000TOD,0,20131204,145933,33.202500000,203000
USD000000TOD,0,20131204,145933,33.202500000,297000
USD000000TOD,0,20131204,145933,33.204000000,200000
USD000000TOD,0,20131204,145933,33.202000000,203000
USD000000TOD,0,20131204,145933,33.204000000,278000
USD000000TOD,0,20131204,145937,33.201500000,500000
USD000000TOD,0,20131204,145937,33.201000000,499000
USD000000TOD,0,20131204,145941,33.201500000,500000
USD000000TOD,0,20131204,145941,33.201000000,500000
USD000000TOD,0,20131204,145947,33.203500000,10000
USD000000TOD,0,20131204,145949,33.204000000,100000
USD000000TOD,0,20131204,145949,33.207500000,100000
USD000000TOD,0,20131204,145952,33.209000000,20000
USD000000TOD,0,20131204,145955,33.209500000,80000
USD000000TOD,0,20131204,145955,33.209500000,80000
USD000000TOD,0,20131204,145959,33.206500000,500000
USD000000TOD,0,20131204,145959,33.206500000,200000
USD000000TOD,0,20131204,145959,33.202500000,500000
USD000000TOD,0,20131204,145959,33.202500000,100000
USD000000TOD,0,20131204,150003,33.201000000,72000
USD000000TOD,0,20131204,150003,33.201000000,216000
USD000000TOD,0,20131204,150004,33.201500000,200000
USD000000TOD,0,20131204,150004,33.202500000,200000
USD000000TOD,0,20131204,150004,33.201000000,76000
USD000000TOD,0,20131204,150004,33.201000000,10000
USD000000TOD,0,20131204,150004,33.201000000,10000
USD000000TOD,0,20131204,150004,33.201500000,25000
USD000000TOD,0,20131204,150004,33.201000000,8000
USD000000TOD,0,20131204,150005,33.201000000,200000
USD000000TOD,0,20131204,150005,33.201000000,38000
USD000000TOD,0,20131204,150005,33.201000000,134000
USD000000TOD,0,20131204,150005,33.201000000,137000
USD000000TOD,0,20131204,150006,33.201000000,9000
USD000000TOD,0,20131204,150006,33.201000000,96000
USD000000TOD,0,20131204,150006,33.201000000,59000
USD000000TOD,0,20131204,150006,33.201000000,150000
USD000000TOD,0,20131204,150006,33.201000000,200000
USD000000TOD,0,20131204,150006,33.201000000,42000
USD000000TOD,0,20131204,150006,33.201000000,43000
USD000000TOD,0,20131204,150006,33.201000000,10000
USD000000TOD,0,20131204,150012,33.200000000,4000
USD000000TOD,0,20131204,150012,33.200000000,10000
USD000000TOD,0,20131204,150012,33.200000000,100000
USD000000TOD,0,20131204,150012,33.200000000,5000
USD000000TOD,0,20131204,150012,33.200000000,41000
USD000000TOD,0,20131204,150012,33.200000000,428000
USD000000TOD,0,20131204,150012,33.200000000,31000
USD000000TOD,0,20131204,150012,33.200000000,10000
USD000000TOD,0,20131204,150012,33.200000000,100000
USD000000TOD,0,20131204,150012,33.200000000,5000
USD000000TOD,0,20131204,150012,33.200000000,240000
USD000000TOD,0,20131204,150012,33.200000000,25000
USD000000TOD,0,20131204,150012,33.200000000,100000
USD000000TOD,0,20131204,150017,33.199500000,50000
USD000000TOD,0,20131204,150018,33.199000000,5000
USD000000TOD,0,20131204,150022,33.199000000,7000
USD000000TOD,0,20131204,150033,33.200500000,94000
USD000000TOD,0,20131204,150051,33.202500000,20000
USD000000TOD,0,20131204,150059,33.202500000,67000
USD000000TOD,0,20131204,150139,33.205000000,10000
USD000000TOD,0,20131204,150147,33.205000000,490000
USD000000TOD,0,20131204,150147,33.205000000,10000
USD000000TOD,0,20131204,150149,33.205000000,200000
USD000000TOD,0,20131204,150149,33.205000000,10000
USD000000TOD,0,20131204,150157,33.204500000,5000
USD000000TOD,0,20131204,150202,33.204500000,3000
USD000000TOD,0,20131204,150209,33.202000000,100000
USD000000TOD,0,20131204,150221,33.201500000,500000
USD000000TOD,0,20131204,150221,33.201000000,500000
USD000000TOD,0,20131204,150221,33.200500000,1000
USD000000TOD,0,20131204,150221,33.199500000,25000
USD000000TOD,0,20131204,150221,33.199500000,75000
USD000000TOD,0,20131204,150221,33.199500000,250000
USD000000TOD,0,20131204,150221,33.199500000,75000
USD000000TOD,0,20131204,150221,33.197500000,500000
USD000000TOD,0,20131204,150221,33.196000000,500000
USD000000TOD,0,20131204,150221,33.192500000,500000
USD000000TOD,0,20131204,150221,33.193500000,400000
USD000000TOD,0,20131204,150221,33.193000000,500000
USD000000TOD,0,20131204,150221,33.192500000,500000
USD000000TOD,0,20131204,150221,33.191000000,55000
USD000000TOD,0,20131204,150222,33.190500000,1000
USD000000TOD,0,20131204,150222,33.190000000,2000000
USD000000TOD,0,20131204,150222,33.190000000,20000
USD000000TOD,0,20131204,150241,33.189500000,61000
USD000000TOD,0,20131204,150302,33.195000000,13000
USD000000TOD,0,20131204,150304,33.194000000,500000
USD000000TOD,0,20131204,150304,33.194000000,200000
USD000000TOD,0,20131204,150304,33.194000000,1000000
USD000000TOD,0,20131204,150304,33.194000000,300000
USD000000TOD,0,20131204,150307,33.197500000,27000
USD000000TOD,0,20131204,150310,33.197500000,67000
USD000000TOD,0,20131204,150322,33.199000000,10000
USD000000TOD,0,20131204,150326,33.194500000,10000
USD000000TOD,0,20131204,150337,33.194500000,50000
USD000000TOD,0,20131204,150350,33.195000000,500000
USD000000TOD,0,20131204,150401,33.195000000,100000
USD000000TOD,0,20131204,150402,33.193500000,147000
USD000000TOD,0,20131204,150412,33.192500000,100000
USD000000TOD,0,20131204,150412,33.195000000,200000
USD000000TOD,0,20131204,150422,33.195000000,100000
USD000000TOD,0,20131204,150423,33.195000000,100000
USD000000TOD,0,20131204,150423,33.195000000,400000
USD000000TOD,0,20131204,150425,33.195000000,500000
USD000000TOD,0,20131204,150444,33.192500000,7000
USD000000TOD,0,20131204,150444,33.192500000,26000
USD000000TOD,0,20131204,150444,33.192500000,4000
USD000000TOD,0,20131204,150444,33.192500000,63000
USD000000TOD,0,20131204,150452,33.190500000,8000
USD000000TOD,0,20131204,150452,33.190500000,142000
USD000000TOD,0,20131204,150452,33.190000000,358000
USD000000TOD,0,20131204,150452,33.190000000,142000
USD000000TOD,0,20131204,150452,33.190000000,8000
USD000000TOD,0,20131204,150453,33.192500000,260000
USD000000TOD,0,20131204,150507,33.190500000,10000
USD000000TOD,0,20131204,150516,33.192500000,250000
USD000000TOD,0,20131204,150521,33.193000000,28000
USD000000TOD,0,20131204,150524,33.193000000,500000
USD000000TOD,0,20131204,150524,33.193500000,200000
USD000000TOD,0,20131204,150545,33.190000000,2000
USD000000TOD,0,20131204,150546,33.191000000,500000
USD000000TOD,0,20131204,150546,33.191000000,200000
USD000000TOD,0,20131204,150555,33.192500000,5000
USD000000TOD,0,20131204,150603,33.191500000,31000
USD000000TOD,0,20131204,150603,33.192500000,33000
USD000000TOD,0,20131204,150605,33.192000000,50000
USD000000TOD,0,20131204,150605,33.192000000,150000
USD000000TOD,0,20131204,150623,33.190000000,1000000
USD000000TOD,0,20131204,150659,33.189500000,33000
USD000000TOD,0,20131204,150659,33.189500000,117000
USD000000TOD,0,20131204,150659,33.190000000,565000
USD000000TOD,0,20131204,150659,33.190000000,140000
USD000000TOD,0,20131204,150659,33.190000000,178000
USD000000TOD,0,20131204,150700,33.190500000,999000
USD000000TOD,0,20131204,150700,33.191000000,1000
USD000000TOD,0,20131204,150700,33.192500000,150000
USD000000TOD,0,20131204,150705,33.193500000,13000
USD000000TOD,0,20131204,150708,33.193500000,179000
USD000000TOD,0,20131204,150712,33.193500000,321000
USD000000TOD,0,20131204,150730,33.192500000,10000
USD000000TOD,0,20131204,150735,33.192500000,33000
USD000000TOD,0,20131204,150735,33.192500000,7000
USD000000TOD,0,20131204,150751,33.193000000,100000
